Author,Title,Edition/Printing,"# Copies",HB/PB,ISBN,Section,Year
"Lugovskaya, Nina","Diary of a Soviet Schoolgirl 1932-1937",,,PB,571720065X,,
"Luker, Kristin","Abortion and the Politics of Motherhood",6,,PB,520055977,,
"Lurie, Karen & Magda Pecsenye & Adam Robinson & David Ragsdale","Princeton Review Cracking the GRE 2009 Edition",1,,PB,375763228,Crate,
"Luterbacher, Urs & Detlef F. Sprinz","International Relations and Global Climate Change",,3,PB,262621495,,
"Luther, Martin","Christian Liberty",27,3,PB,800601823,,
"Luther, Martin","Christian Liberty",6,4,PB,800636074,,
"Lutz, Catherine A. & Jane L. Collins","Reading National Geographic",5,3,PB,226497240,,
"Lutz, Tom","Doing Nothing",1,,HB,865476500,,
"Lydgate, Barry","French in Action Second Edition Study Guide Part 1",2,2,PB,300058276,French,2012S
"Lynch, Marc","Voices of the New Arab Public",1,,HB,231134487,,
"Lynd, Staughton & Sam Bahour & Alice Lynd","Home Land",1,,PB,1566561329,,
"Lynn, Steven","Texts and Contexts",5,3,PB,321449078,,2011S
"Mabanckou, Alain","Bleu Blanc Rouge",2,2,PB,2708706705,French,
"Macaulay, David","Cathedral: the Story of Its Construction",38,,PB,395316685,,
"MacDonald, Cameron Lynne & Carmen Sirianni","Working in the Service Society",2,,PB,1566394805,,
"Machiavelli, Niccolo","Art of War",9,,PB,30681076X,,
"Machiavelli, Niccolo","History of Florence and of the Affairs of Italy",1,,PB,,,
"Machiavelli, Niccolo",Mandragola,1,3,PB,23913509,,
"Machiavelli, Niccolo",Prince,4,,PB,760716781,,
"Machiavelli, Niccolo",Prince,9,2,PB,192833979,,
"Machlis, Joseph & Kristine Forney","Enjoyment of Music",8,,HB,393972909,,
"MacKinnon, Catharine A.","Only Words",,,PB,674639340,,
"MacLeod, Jay","Ain't No Makin' It",,19,PB,813315158,,2012S
"MacLeod, Jay","Ain't No Makin' It",,2,PB,813341876,,2012S
"MacLeod, Jay","Ain't No Makin' It",3,2,PB,813343587,,2012S
"MacNeice, Louis","Goethe's Faust Parts 1 and 2",1,,PB,,,2012S
"MacNeill, Jim & Pieter Winsemius & Taizo Yakushiji","Beyond Interdependence",2,5,HB,195071263,Square,2010F
"Madaras, Larry & James M. SoRelle","Taking Sides: Clashing Views on Controversial Issues in American History Volume 1: the Colonial Period to Reconstruction",7,,PB,697375293,,
"Maddox, Gregory H.","Sub-Saharan Africa: An Environmental History",1,,HB,1851095551,,2011S
"Magee, Bryan","Aspects of Wagner",,3,PB,192840126,,
"Magnusson, Magnus & Hermann Palsson","Vinland Sagas: Norse Discovery of America",,4,PB,140441543,Square,2010F
"Magona, Sindiwe","To My Children's Children",1,,PB,1566562945,,2010F
"Magona, Sindiwe","To My Children's Children",4,2,PB,1566566495,,2010F
"Maharidge, Dale","Coming White Minority",1,,HB,812922891,,
"Maher, Bill","New Rules: Polite Musings from a Timid Observer",1,,HB,1594862958,,
"Mahmood, Cynthia & Stacy Brady","Guru's Gift",1,2,PB,76741781X,,
"Maier, Charles S.","Cold War in Europe: Era of a Divided Continent",1,,PB,1558760342,,
"Maier, Charles S.","Cold War in Europe: Era of a Divided Continent",3,2,PB,1558761330,,
"Mairs, Nancy","Waist-High in the World: a Life Among the Nondisabled",1,,HB,807070866,,
"Mairs, Nancy","Waist-High in the World: a Life Among the Nondisabled",,2,PB,807070874,,
"Maisel, L. Sandy","Parties Respond",3,,PB,813399602,,
"Maisel, L. Sandy","Parties Respond",4,2,PB,813364558,,
"Malan, Rian","My Traitor's Heart",,5,PB,802136842,Square,2010F
"Malcolm, Noel","Bosnia: A Short History",6,,PB,814755315,,
"Malina, Robert M.","Program for Athletic Coaches' Education (PACE) Reference Manual and Study Guide",6,,PB,1884125522,Coaching,
"Malkiel, Burton G.","Random Walk Down Wall Street",4,,PB,393325350,,
"Malle, Louis","Au Revoir, Les Enfants",1,,PB,80213114X,French,2012S
"Malle, Louis","Au Revoir, Les Enfants",,21,PB,2070388735,French,2012S
"Malthus, Thomas Robert","Essay on the Principle of Population",1,4,PB,39309202X,,
"Mamet, David",Oleanna,1,,PB,67974536X,,
"Mamet, David","Sexual Perversity in Chicago and the Duck Variations",20,,PB,80215011X,,
"Mancall, Peter C. & James H. Merrell","American Encounters",2,2,PB,415980224,,
"Mandela, Nelson","Long Walk To Freedom",8,,PB,316548189,,2010F
"Mandelbaum, Michael","Post-Communism: Four Perspectives",1,,PB,876091869,,2011S
"Manheim, Jarol B. & Richard C. Rich","Empirical Political Analysis: Research Methods in Political Science",3,,HB,801304075,,
"Manheim, Jarol B. & Richard C. Rich & Lars Willnat","Empirical Political Analysis: Research Methods in Political Science",5,3,PB,321086147,,
"Manheim, Jarol B. & Richard C. Rich & Lars Willnat & Craig Leonard Brians","Empirical Political Analysis: Research Methods in Political Science",6,,HB,321298608,,2011S
"Mankiw, N. Gregory","Essentials of Economics",3,,HB,324171919,Floor,2010F
"Mankiw, N. Gregory","Essentials of Economics",4,,HB,324236964,Floor,2010F
"Mankiw, N. Gregory","Essentials of Economics",5,,PB,324600984,Economics,2011S
"Mankiw, N. Gregory","Essentials of Economics",2,,PB,30192719,Economics,
"Mankiw, N. Gregory","Principles of Microeconomics",4,6,PB,324319169,Economics,
"Manley, Delarivier","Adventures of Rivella",,2,PB,1551111217,,
"Mann, Thomas","Death in Venice",3,,PB,393960137,,
"Mann, Thomas","Death in Venice and Other Stories",,,PB,553213334,,
"Mann, Thomas","Doctor Faustus",,,PB,140027238,,
"Mann, Thomas","Oxford Guide to Library Research",6,2,PB,195123131,,
"Mannheim, Karl","Ideology and Utopia",,,PB,,,
"Manning, Kenneth R.","Black Apollo of Science: the Life of Ernest Everett Just",11,,PB,195034981,,
"Manning, Patrick","Migration in World History",,,PB,415311470,,
"Manning, Richard",Grassland,3,,PB,140233881,,
"Manrigne, Jaime","Latin Moon in Manhattan",1,2,PB,299187543,,2011S
"Mansfield, Edward D. & Helen V. Milner","Political Economy of Regionalism",1,,PB,231106637,,
"Mansfield, Edwin & Gary Yohe",Microeconomics,11,2,HB,393979180,Economics,
"March, Robert H.","Physics for Poets",4,,PB,70402485,,
"Marcus, Eric","Making Gay History",1,,PB,60933917,,
"Marcus, Gary","Norton Psychology Reader",5,,PB,393927122,,2011S
"Marcus, George E.","Ethnography Through Thick and Thin",1,,PB,691002533,,
"Margolin, Phillip","Lost Lake",,,PB,6073504X,,
"Marion, Jean-Luc","God Without Being",5,,PB,226505411,,2011S
"Mark, Robert","Experiments in Gothic Structure",3,,PB,262630958,,
"Marks, Robert B.","Origins of the Modern World: Global and Ecological Narrative",,6,PB,742517543,,
"Marlowe, Christopher","Dr Faustus",2,2,PB,713667907,German,2010F
"Marquart, Debra","From Sweetness",1,,PB,188821919X,,2012S
"Marquez, Gabriel Garcia","Cien Anos de Soledad",18,,PB,8437604947,Spanish,
"Marquez, Gabriel Garcia","El Coronel no Tiene Quien le Escriba",34,,PB,9684112017,Spanish,
"Marquez, Gabriel Garcia","La Hojarasca",,2,PB,8497592476,Spanish,2011S
"Marquez, Gabriel Garcia","Love in the Time of Cholera",5,,PB,307389732,,2011S
"Marquez, Gabriel Garcia","Of Love and Other Demons",4,,PB,140256369,,
"Marse, Juan","El Amante Bilingue",,,PB,8408065173,Spanish,
"Marshak, Stephen","Earth Portrait of a Planet",2,2,PB,393925021,Floor,2010F
"Marshak, Stephen","Student Lecture Art Notebook Earth Portrait of a Planet",2,3,PB,393927814,Floor,2010F
"Marshall, Alfred","Principles of Economics",8,,PB,879910518,,
"Marshall, Alfred","Principles of Economics",,4,PB,1573921408,,
"Martel, Yann","Life of Pi",,,PB,156027321,,2011S
"Martens, Rainer","Successful Coaching",2,,PB,880116668,Coaching,
"Martens, Rainer","Successful Coaching",3,6,PB,736040129,Coaching,
"Martin, Debra L. & Alan H. Goodman & George J. Armelagos & Ann L. Magennis","Black Mesa Anasazi Health: Reconstructing Life from Patterns of Death and Disease",,,PB,,Miscellaneous,
"Martin, Emily","Flexible Bodies",5,,PB,807046272,,
"Martin, Henry & Keith Waters","Jazz the First 100 Years",3,3,PB,28647890,Music,
"Martin, Leonard L. & Gerald L. Clore","Theories of Mood and Cognition: User's Guidebook",2,,PB,805827846,,
"Martin, Thomas R.","Ancient Greece",4,,PB,300084935,,
"Martineau, Harriet","Retrospect of Western Travel",2,,PB,765602148,,
"Martinez, Ruben","Crossing Over",1,,PB,312421230,,
"Marty, Martin E.","One and the Many",1,,PB,67463828X,,
"Marty, Martin E.","Pilgrims in Their Own Land: 500 Years of Religion in America",,,PB,140082689,,
"Marx, Karl","Capital: Volume One",,2,PB,39472657X,,
"Marx, Karl & Friedrich Engels","Communist Manifesto",,2,PB,451527103,,2011S
"Marx, Karl & Friedrich Engels","Communist Manifesto",14,5,PB,451527100,,
"Marx, Karl & Friedrich Engels","Communist Manifesto",18,,PB,140444785,,
"Marx, Karl & Friedrich Engels","German Ideology",,,PB,717803023,,
"Masalha, Nur","Bible and Zionism",,2,PB,1842777619,,2012S
"Maso, Carole","Art Lover",3,,PB,880014105,,
"Mason, Alpheus Thomas & Donald Grier Stephenson, Jr.","American Constitutional Law Introductory Essays and Selected Cases",15,,PB,136029914,,2011F
"Mason, Bobbie Ann","In Country",36,,PB,60913509,,
"Mast, Gerald & Bruce F. Kawin","Short History of the Movies",8,2,PB,321106032,,
"Masur, Louis P.","Autobiography of Benjamin Franklin with Related Documents",2,3,PB,312404158,,2010F
"Mathabane, Mark","Kaffir Boy",,6,PB,684848287,Square,2010F
"Matsuda, Mari J.","Where is Your Body?",,2,PB,807067814,,2011S
"Matsuda, Mari J. & Charles R. Lawrence III & Richard Delgado & Kimberle Williams Crenshaw","Words that Wound",5,,PB,813384281,,
"Matthews, Jean V.","Rise of the New Woman",,2,HB,1566635004,,
"Matthews, Victor H. & Don C. Benjamin","Old Testament Parallels",2,3,PB,809137313,,
"Matthews, Victor H. & Don C. Benjamin","Old Testament Parallels",3,,PB,809144352,,
"Mattuck, Arthur","Introduction to Analysis",6,,PB,130811327,Mathematics,
"Maugham, W. Somerset","Of Human Bondage",,,PB,140018611,,2011S
"Maupassant, Guy de","Boule de Suif",,,PB,2070411192,French,
"Maxwell, William","So Long, See You Tomorrow",,,PB,679767206,,2012S
"May, Larry & Shari Collins-Chobanian & Kai Wong","Applied Ethics: A Multicultural Approach",3,,PB,130923842,,
"Mayer, Bernard S.","Beyond Neutrality",2,,HB,787968064,,
"Mayhew, Henry","London Labor and the London Poor",22,,PB,140432411,,2012S
"Mazo, Joseph H.","Prime Movers",2,,PB,871272113,,
"McAdam, Doug","Political Process and the Development of Black Insurgency, 1930-1970",2,,PB,226555534,,2010F
"McAdam, Doug & David A. Snow","Social Movements",,2,PB,935732861,,
"McAnany, Patricia A.","Living with the Ancestors",1,4,PB,292752369,,
"McCaw, R. John","El Burlador de Sevilla (Tirso de Molina)",1,,PB,1589770102,Spanish,
"McClatchy, J.D.","Music Lover's Poetry Anthology",,2,HB,892553334,,
"McClellan, Scott","What Happened",1,,HB,1586485566,,2011S
"McCloskey, Deirdre N.","Rhetoric of Economics",2,2,PB,299158144,,
"McCourt, Frank","Angela's Ashes",34,,PB,68484267X,,
"McCourt, Frank","Lo Es",2,,PB,743204239,Spanish,
"McDonagh, Martin","Lieutenant of Inishmore",1,,PB,1408111071,,2011S
"McDonald, Forrest","States' Rights and the Union: Imperialism in Imperio 1776-1876",4,,PB,700612270,,
"McDonnell, Andrew","Shining Sun at Midnight",1,3,PB,,,2011S
"McDonough, Frank","Origins of the First and Second World Wars",12,,PB,521568616,,2011S
"McEvedy, Colin","Penguin Atlas of African History",4,3,PB,140513213,,
"McEvedy, Colin","Penguin Atlas of African History",6,,PB,140510834,,
"McEwan, Ian",Atonement,10,,PB,38572179X,,
"McFadden, Carol Hardy & Lindsay Goodloe & David Smith","Instructor's Manual for Gould and Keeton's Biological Science 6th Edition",1,,PB,393969223,Biology,
"McGee, R. Jon & Richard L. Warms","Anthropological Theory",3,,PB,72840463,,2010F
"McGee, R. Jon & Richard L. Warms","Anthropological Theory",4,,PB,73405223,,2012S
"McGrath, Alister E.","Christian Theology: An Introduction",2,,PB,631198490,,
"McGrath, Alister E.","Twilight of Atheism",,2,PB,385500629,,
"McGrath, Michael J.","La Traicion en la Amistad (Maria de Zayas y Sotomayor)",2,,PB,1589770478,Spanish,
McGraw-Hill,"Vox Compact Spanish and English Dictionary",2,,PB,844279862,Spanish,
"McGuire, William","Freud/Jung Letters",,,HB,691098905,,2011S
"McHugh, Heather","Hinge and Sign",3,,PB,819512168,,
"McIntyre, Lisa J.","Practical Skeptic: Core Concepts in Sociology",2,12,PB,767420829,,
"McIntyre, Lisa J.","Practical Skeptic: Core Concepts in Sociology",3,2,PB,1559349549,,
"McKibben, Bill","Enough: Staying Human In an Engineered Age",6,,PB,805075194,,
"McLaren, Brian D.","New Kind of Christian",1,,HB,78795599X,,
"McLaughlin, Brett D. & Gary Pollice & David West","Head First Object-Oriented Analysis and Design",1,,PB,596008673,,2011S
"McLuhan, Marshall","Understanding Media",1,,PB,262631598,,2011S
"McMillin, Scott","Restoration and Eighteenth-Century Comedy",2,2,PB,393963349,,
"McNeill, J.R.","Something New Under the Sun: An Environmental History of the Twentieth-Century World",5,,PB,393321838,,2011S
"McPhee, John","Control of Nature",3,,HB,374128901,,
"McPherson, James M.","What They Fought For 1861-1865",18,3,PB,385476345,,
"McPherson, James M. & James K. Hogue","Ordeal by Fire: the Civil War and Reconstruction",4,,PB,73385556,,2011S
"McQuarrie, Donald A. & John D. Simon","Physical Chemistry: a Molecular Approach",,3,PB,8176490016,BOX,2012S
"McQuarrie, Donald A. & John D. Simon","Physical Chemistry: a Molecular Approach Volume II",,,PB,,Chemistry,2012S
"McQuarrie, Donald A. & John D. Simon","Physical Chemistry: a Molecular Approach Volume III",,,PB,,Chemistry,2012S
"McQuarrie, Donald A. & John D. Simon","Physical Chemistry: a Molecular Approach Volume IV",,,PB,,Chemistry,2012S
"Mead, Walter Russell","Special Providence",1,,HB,375412301,,
"Mead, Walter Russell","Special Providence",4,4,PB,415935369,,
"Meade, Melinda S.","Medical Geography",2,3,PB,159385160X,,
"Medlicott, W.N.","Bismarck and Modern Germany",1,,PB,,,
"Medoff, Peter & Holly Sklar","Streets of Hope: the Fall and Rise of an Urban Neighborhood",8,2,PB,896084825,,
"Meem, Deborah T. & Michelle A. Gibson & Jonathan F. Alexander","Finding Out an Introduction to LGBT Studies",1,,PB,1412938655,,2012S
"Megargee, Geoffrey P.","War of Annihilation: Combat and Genocide on the Eastern Front, 1941",,,PB,742544826,,
"Megill, Donald D. & Richard S. Demory","Introduction to Jazz History",6,,PB,131829203,,
"Meier, Deborah","In Schools We Trust",,3,PB,807031518,Square,2010F
"Mellinkoff, Ruth","Averting Demons: the Protective Power of Medieval Visual Motifs and Themes Volume 1",,2,PB,974801909,,2011S
"Melton, J. Gordon","Church of Scientology",,,PB,1560851392,,
"Melville, Herman","Bartleby and Benito Cereno",,4,PB,486264734,,2010F
"Melville, Herman","Billy Budd, Sailor",7,4,PB,671028332,,
"Melville, Herman","Melville's Short Novels",4,3,PB,393976416,,
"Melville, Herman","Moby-Dick, or The Whale",17,,PB,140390847,,
"Melville, Herman","Moby-Dick, or The Whale",2,,PB,393972836,,
"Melville, Herman","Moby-Dick, or The Whale",6,,PB,39309670X,,
"Menchu, Rigoberta","I, Rigoberta Menchu: An Indian Woman in Guatemala",1,2,PB,860917886,,
"Mendes, Pedro Rosa","Bay of Tigers",1,,HB,151006555,,
"Mendible, Myra","From Bananas to Buttocks: the Latina Body in Popular Film and Culture",,,PB,292714939,,2012S
"Menjivar, Cecilia","Fragmented Ties",1,,PB,520222113,,
"Menocal, Maria Rosa","Ornament of the World",9,,PB,316168717,,2011S
Merimee,"La Venus D'Ille",,3,PB,2080703684,French,
"Mernissi, Fatima","Dreams of Trespass: Tales of a Harem Girlhood",,,PB,201489378,,2011S
"Merridale, Catherine","Ivan's War: Life and Death in the Red Army, 1939-1945",7,3,PB,312426526,,
"Merton, Thomas","Life and Holiness",,4,PB,38506277X,,
"Messner, Michael A.","Politics of Masculinities: Men in Movements",,,PB,803955774,,
"Meyerowitz, Joanne","How Sex Changed: A History of Transsexuality in the United States",,,PB,674013794,,2012S
"Mezrich, Ben",Threshold,1,,HB,60173025,,
"Miano, Leonora","Afropean Soul et autres nouvelles",,,PB,2081209596,French,
"Midgley, Clare","Gender and Imperialism",1,,PB,719048206,,
"Mielke, James H. & Lyle W. Konigsberg & John H. Relethford","Human Biological Variation",2,2,PB,195387407,,2011S
"Mielke, James H. & Lyle W. Konigsberg & John H. Relethford","Human Biological Variation",1,,PB,195188713,,
"Mihalchenko, Igor S.","Russian Intermediate Reader",2,2,PB,844242640,Russian,
"Miles, Margaret R.","Word Made Flesh: History of Christian Thought",1,,PB,1405108460,,
"Miles, Robert H. & Kim S. Cameron","Coffin Nails and Corporate Strategies",1,,PB,131398083,,
"Miles, Tiya","Ties that Bind",1,3,PB,520250028,,
"Mill, John Stuart",Utilitarianism,2,3,PB,87220605X,,
"Miller, Andrew M.","Greek Lyric",3,4,PB,872202917,,
"Miller, Arthur",Crucible,48,2,PB,140481389,,2011S
"Miller, Barbara Stoler",Bhagavad-Gita,32,,PB,553213652,,2010F
"Miller, Barbara Stoler","Yoga: Discipline of Freedom",7,,PB,553374281,,
"Miller, David L.","Introduction to Collective Behavior and Collective Action",2,4,PB,1577661052,,
"Miller, Donald","Blue Like Jazz",,,PB,785263705,,2011S
"Miller, J. Hillis","On Literature",1,,PB,415261252,,
"Miller, Michael B.","Bon Marche",5,,PB,69103494X,,
"Miller, Patricia H.","Theories of Developmental Psychology",4,,PB,71672846X,Psychology,
"Miller, Perry","American Puritans: Their Prose and Poetry",,3,PB,23105419X,,
"Miller, Roger LeRoy & Daniel K. Benjamin & Douglass C. North","Economics of Public Issues",15,4,PB,321416104,,
"Miller, Scott A.","Developmental Research Methods",2,,HB,133988929,Psychology,
"Miller, Toby & Nitin Covil & John McMurria & Richard Maxwell & Ting Wang","Global Hollywood 2",,,PB,1844570398,,
"Mills, C. Wright","White Collar",38,,PB,195006771,,
"Milne, A.A.","Complete Tales of Winnie-the-Pooh",,,HB,525450602,,2011S
"Milton, John","Annotated Milton: Complete English Poems",1,,PB,553581104,,
"Milton, John","Complete Poetry of John Milton",8,,PB,385023510,,
"Milton-Edwards, Beverley","Islam and Politics in the Contemporary World",,,PB,745627129,,
"Minford, John & Joseph S.M. Lau","Classical Chinese Literature: Volume 1: From Antiquity to the Tang Dynasty",1,,PB,231096771,,
"Minow, Martha","Between Vengeance and Forgiveness: Facing History after Genocide and Mass Violence",,4,PB,807045071,,
"Mintz, Sidney W.","Sweetness and Power: the Place of Sugar in Modern History",11,,PB,140092331,Square,2010F
"Mintz, Sidney W. & Richard Price","Birth of African-American Culture",6,,PB,807009172,,
"Mishkin, Frederic S.","Economics of Money, Banking, and Financial Markets",8,,HB,321287266,Economics,2011S
"Mitchell, Timothy","Colonising Egypt",,,PB,52007568,BOX,2011S
"Mitchell, Timothy","Colonising Egypt",9,,PB,520075689,,2011S
"Moi, Toril","Kristeva Reader",14,,PB,231063253,,
Moliere,"Bourgeois Gentleman",,,PB,486415929,,
Moliere,"Le Bourgeois Gentilhomme",,,PB,2038716617,French,
Moliere,"Le Misanthrope",,2,PB,2038713138,French,
Moliere,"Le Tartuffe",,5,PB,2070409325,French,2011S
Moliere,"L'Ecole des Femmes",,2,PB,2070376885,French,
Moliere,"Misanthrope and Tartuffe",,,PB,156605171,,
"Molina, Tirso de","El Burlador de Sevilla",1,,PB,,Spanish,
"Molles, Manuel C. Jr.","Ecology Concepts and Applications",3,3,PB,72951710,Ecology,2011S
"Molles, Manuel C. Jr.","Ecology Concepts and Applications",4,4,PB,73050822,Ecology,2011S
"Molles, Manuel C. Jr.","Ecology Concepts and Applications International Edition",4,,PB,71101977,Ecology,2011S
"Molloy, Sylvia","Certificate of Absence",,,PB,292711247,,
